id,RFM_Overall,Segment
79495,454,Champions
79496,223,Hibernating customers
79497,112,Lost customers
79498,454,Champions
79499,214,Cannot Lose Them
795,114,Cannot Lose Them
7950,313,Promising
79500,514,Promising
79501,142,At Risk
79502,134,At Risk
79503,512,New Customers
79504,335,Loyal
79505,345,Loyal
79507,211,Hibernating customers
79508,455,Champions
79509,311,New Customers
7951,433,Potential Loyalist
79511,455,Champions
79512,555,Champions
79513,311,New Customers
79514,311,New Customers
79516,444,Loyal
79517,425,Promising
79520,423,Potential Loyalist
79521,333,Potential Loyalist
79523,124,At Risk
79524,453,Potential Loyalist
79525,555,Champions
79526,213,About To Sleep
79527,223,Hibernating customers
79528,411,New Customers
79529,243,At Risk
7953,343,Need Attention
79530,331,About To Sleep
79531,145,At Risk
79533,511,New Customers
79534,221,About To Sleep
79535,531,Potential Loyalist
79536,552,Potential Loyalist
79537,241,Hibernating customers
79537,241,About To Sleep
79538,134,At Risk
79539,425,Promising
7954,554,Champions
79540,431,Potential Loyalist
79543,355,Loyal
79545,453,Potential Loyalist
79547,244,At Risk
79548,523,Promising
79549,242,At Risk
7955,124,At Risk
79550,322,Hibernating customers
79551,355,Loyal
79552,233,Hibernating customers
79553,542,Potential Loyalist
79554,555,Champions
79555,431,Potential Loyalist
79557,241,About To Sleep
79557,241,Hibernating customers
79558,235,At Risk
7956,111,Lost customers
79560,453,Potential Loyalist
79561,512,New Customers
79562,524,Promising
79564,243,At Risk
79565,132,Hibernating customers
79566,134,At Risk
79567,531,Potential Loyalist
79568,214,Cannot Lose Them
79569,515,Promising
7957,421,New Customers
79570,511,New Customers
79571,324,Need Attention
79573,344,Loyal
79575,212,Hibernating customers
79576,521,Promising
79578,522,Promising
79579,111,Lost customers
7958,143,At Risk
79580,325,Need Attention
79581,232,Hibernating customers
79582,432,Potential Loyalist
79583,225,At Risk
79584,321,About To Sleep
79585,423,Potential Loyalist
79586,344,Loyal
79587,155,Cannot Lose Them
79588,313,Promising
79589,125,At Risk
79590,414,Promising
79591,242,At Risk
79592,334,Need Attention
79593,314,Promising
79594,312,About To Sleep
79595,453,Potential Loyalist
79597,421,New Customers
79598,212,Hibernating customers
79599,124,At Risk
796,241,About To Sleep
796,241,Hibernating customers
7960,343,Need Attention
79600,221,About To Sleep
79601,354,Loyal
79602,443,Need Attention
79603,423,Potential Loyalist
79607,441,Potential Loyalist
79608,115,Cannot Lose Them
79609,332,Hibernating customers
7961,113,Cannot Lose Them
79612,132,Hibernating customers
79614,221,About To Sleep
79615,512,New Customers
79616,355,Loyal
79617,213,About To Sleep
79619,244,At Risk
79620,525,Promising
79621,355,Loyal
79622,512,New Customers
79623,231,About To Sleep
79623,231,Hibernating customers
79624,222,Hibernating customers
79625,413,Promising
79626,432,Potential Loyalist
79627,143,At Risk
79628,455,Champions
79629,554,Champions
7963,355,Loyal
79631,452,Potential Loyalist
79632,455,Champions
79634,341,Potential Loyalist
79636,531,Potential Loyalist
79637,411,New Customers
79638,545,Champions
79639,455,Champions
79640,441,Potential Loyalist
79641,255,At Risk
79642,233,Hibernating customers
79643,534,Need Attention
79644,115,Cannot Lose Them
79645,135,At Risk
79646,224,At Risk
79647,421,New Customers
79648,421,New Customers
7965,332,Hibernating customers
79650,554,Champions
79651,132,Hibernating customers
79652,123,Hibernating customers
79653,113,Cannot Lose Them
79656,555,Champions
79659,322,Hibernating customers
79660,432,Potential Loyalist
79661,555,Champions
79662,234,At Risk
79663,521,Promising
79664,431,Potential Loyalist
79665,414,Promising
79667,332,Hibernating customers
79668,214,Cannot Lose Them
79669,544,Champions
7967,244,At Risk
79670,245,At Risk
79671,455,Champions
79672,243,At Risk
79673,533,Potential Loyalist
79674,155,Cannot Lose Them
79675,134,At Risk
79676,112,Lost customers
79677,324,Need Attention
79678,322,Hibernating customers
79679,231,About To Sleep
79679,231,Hibernating customers
7968,233,Hibernating customers
79680,131,Lost customers
79681,333,Potential Loyalist
79682,333,Potential Loyalist
79684,531,Potential Loyalist
79685,154,Cannot Lose Them
79686,232,Hibernating customers
79687,553,Potential Loyalist
79688,212,Hibernating customers
79689,332,Hibernating customers
7969,345,Loyal
79693,132,Hibernating customers
79694,112,Lost customers
79695,454,Champions
79697,345,Loyal
79699,122,Hibernating customers
797,113,Cannot Lose Them
7970,512,New Customers
79700,115,Cannot Lose Them
79701,443,Need Attention
79704,222,Hibernating customers
79706,334,Need Attention
7971,331,About To Sleep
79710,343,Need Attention
79711,522,Promising
79712,132,Hibernating customers
79714,122,Hibernating customers
79715,242,At Risk
79716,454,Champions
79718,153,At Risk
79719,444,Loyal
7972,454,Champions
79720,523,Promising
79722,455,Champions
79723,435,Loyal
79724,454,Champions
79725,221,About To Sleep
79726,132,Hibernating customers
79727,523,Promising
79728,154,Cannot Lose Them
79729,113,Cannot Lose Them
7973,431,Potential Loyalist
79730,114,Cannot Lose Them
79732,445,Champions
79733,254,At Risk
79734,255,At Risk
79735,453,Potential Loyalist
79736,455,Champions
79739,443,Need Attention
7974,554,Champions
79741,324,Need Attention
79742,255,At Risk
79743,533,Potential Loyalist
79744,443,Need Attention
79745,354,Loyal
79746,514,Promising
79748,231,Hibernating customers
79748,231,About To Sleep
79749,435,Loyal
7975,343,Need Attention
79750,131,Lost customers
79751,111,Lost customers
79752,515,Promising
79753,532,Potential Loyalist
79755,244,At Risk
79756,455,Champions
79757,345,Loyal
79758,121,Lost customers
79759,245,At Risk
7976,322,Hibernating customers
79761,113,Cannot Lose Them
79762,555,Champions
79763,243,At Risk
79764,413,Promising
79765,434,Need Attention
79766,344,Loyal
79767,445,Champions
79768,223,Hibernating customers
79769,355,Loyal
7977,455,Champions
79770,543,Loyal
79772,332,Hibernating customers
79773,511,New Customers
79775,255,At Risk
79776,234,At Risk
79777,245,At Risk
79778,113,Cannot Lose Them
79779,254,At Risk
7978,411,New Customers
79780,555,Champions
79781,112,Lost customers
79783,445,Champions
79785,245,At Risk
79787,115,Cannot Lose Them
79788,255,At Risk
7979,414,Promising
79790,324,Need Attention
79791,211,Hibernating customers
79792,355,Loyal
79793,123,Hibernating customers
79794,222,Hibernating customers
798,244,At Risk
7980,343,Need Attention
79801,311,New Customers
79802,444,Loyal
79803,214,Cannot Lose Them
79805,431,Potential Loyalist
79806,454,Champions
79807,555,Champions
79809,344,Loyal
79812,554,Champions
79816,155,Cannot Lose Them
79817,422,New Customers
79818,122,Hibernating customers
79819,445,Champions
79821,141,Lost customers
79822,254,At Risk
79823,422,New Customers
79826,224,At Risk
79827,553,Potential Loyalist
7983,242,At Risk
79830,112,Lost customers
79831,321,About To Sleep
79835,144,Cannot Lose Them
79836,212,Hibernating customers
79837,321,About To Sleep
79838,121,Lost customers
79839,355,Loyal
7984,324,Need Attention
79840,555,Champions
79841,442,Potential Loyalist
79842,112,Lost customers
79843,322,Hibernating customers
79844,423,Potential Loyalist
79845,444,Loyal
79846,132,Hibernating customers
79848,322,Hibernating customers
79849,333,Potential Loyalist
7985,144,Cannot Lose Them
79850,213,About To Sleep
79852,331,About To Sleep
79854,223,Hibernating customers
79855,353,Potential Loyalist
79857,114,Cannot Lose Them
79858,355,Loyal
7986,553,Potential Loyalist
79860,232,Hibernating customers
79861,244,At Risk
79862,115,Cannot Lose Them
79863,342,Potential Loyalist
79864,454,Champions
79865,345,Loyal
79866,145,At Risk
79868,333,Potential Loyalist
7987,334,Need Attention
79870,115,Cannot Lose Them
79871,334,Need Attention
79873,255,At Risk
79874,211,Hibernating customers
79875,453,Potential Loyalist
79876,555,Champions
79877,242,At Risk
79878,222,Hibernating customers
79879,132,Hibernating customers
79880,412,New Customers
79881,332,Hibernating customers
79882,523,Promising
79884,354,Loyal
79886,511,New Customers
79887,113,Cannot Lose Them
79889,554,Champions
7989,515,Promising
79890,343,Need Attention
79892,333,Potential Loyalist
79893,331,About To Sleep
79895,454,Champions
79897,344,Loyal
79898,255,At Risk
79899,112,Lost customers
799,154,Cannot Lose Them
7990,442,Potential Loyalist
79900,354,Loyal
79901,421,New Customers
79902,124,At Risk
79905,331,About To Sleep
79908,222,Hibernating customers
7991,514,Promising
79910,335,Loyal
79911,321,About To Sleep
79914,434,Need Attention
79915,144,Cannot Lose Them
79916,234,At Risk
79917,133,At Risk
79918,231,Hibernating customers
79918,231,About To Sleep
79919,154,Cannot Lose Them
7992,511,New Customers
79920,513,Promising
79922,224,At Risk
79923,544,Champions
79925,144,Cannot Lose Them
79927,425,Promising
79928,211,Hibernating customers
79931,342,Potential Loyalist
79932,421,New Customers
79933,245,At Risk
79934,344,Loyal
79935,132,Hibernating customers
79936,333,Potential Loyalist
79937,335,Loyal
79939,342,Potential Loyalist
7994,432,Potential Loyalist
79940,225,At Risk
79941,334,Need Attention
79942,121,Lost customers
79943,242,At Risk
79946,232,Hibernating customers
79947,451,Potential Loyalist
7995,143,At Risk
79950,543,Loyal
79951,521,Promising
79952,115,Cannot Lose Them
79953,154,Cannot Lose Them
79954,243,At Risk
79955,513,Promising
79956,223,Hibernating customers
79957,354,Loyal
79958,452,Potential Loyalist
79960,554,Champions
79961,113,Cannot Lose Them
79962,341,Potential Loyalist
79964,131,Lost customers
79965,121,Lost customers
79966,531,Potential Loyalist
79967,221,About To Sleep
79968,443,Need Attention
79970,531,Potential Loyalist
79971,112,Lost customers
79972,455,Champions
79975,532,Potential Loyalist
79976,215,Cannot Lose Them
79977,555,Champions
79978,244,At Risk
79979,535,Need Attention
79980,342,Potential Loyalist
79981,234,At Risk
79982,432,Potential Loyalist
79986,555,Champions
79987,334,Need Attention
79989,343,Need Attention
7999,455,Champions
79990,355,Loyal
79992,421,New Customers
79993,531,Potential Loyalist
79994,555,Champions
79995,214,Cannot Lose Them
79996,434,Need Attention
79998,122,Hibernating customers
79999,122,Hibernating customers
8,332,Hibernating customers
800,143,At Risk
8000,343,Need Attention
80000,454,Champions
80001,335,Loyal
80003,411,New Customers
80004,544,Champions
80005,124,At Risk
80006,331,About To Sleep
80007,554,Champions
8001,553,Potential Loyalist
80010,514,Promising
80013,414,Promising
80014,413,Promising
80015,252,At Risk
80016,544,Champions
80017,455,Champions
80019,123,Hibernating customers
80020,455,Champions
80023,133,At Risk
80026,555,Champions
80027,124,At Risk
80028,314,Promising
80029,535,Need Attention
8003,243,At Risk
80031,145,At Risk
80032,333,Potential Loyalist
80033,413,Promising
80034,254,At Risk
80035,524,Promising
80036,321,About To Sleep
80037,422,New Customers
8004,432,Potential Loyalist
80040,543,Loyal
80041,354,Loyal
80042,211,Hibernating customers
80043,431,Potential Loyalist
80044,114,Cannot Lose Them
80045,455,Champions
80046,432,Potential Loyalist
80047,115,Cannot Lose Them
80048,413,Promising
80049,412,New Customers
8005,422,New Customers
80051,225,At Risk
80052,331,About To Sleep
80053,213,About To Sleep
80054,122,Hibernating customers
80055,432,Potential Loyalist
80056,345,Loyal
80058,331,About To Sleep
80059,554,Champions
80061,323,Potential Loyalist
80062,222,Hibernating customers
80063,224,At Risk
80064,243,At Risk
80065,444,Loyal
80066,214,Cannot Lose Them
80067,322,Hibernating customers
80069,221,About To Sleep
8007,321,About To Sleep
80074,212,Hibernating customers
80076,345,Loyal
80078,553,Potential Loyalist
80079,422,New Customers
80080,324,Need Attention
80081,552,Potential Loyalist
80082,241,About To Sleep
80082,241,Hibernating customers
80083,341,Potential Loyalist
80084,353,Potential Loyalist
80085,145,At Risk
80087,431,Potential Loyalist
80088,232,Hibernating customers
80089,321,About To Sleep
8009,221,About To Sleep
80090,344,Loyal
80091,244,At Risk
80093,255,At Risk
80094,454,Champions
80095,232,Hibernating customers
80096,114,Cannot Lose Them
80098,441,Potential Loyalist
80099,323,Potential Loyalist
8010,411,New Customers
80101,543,Loyal
80102,331,About To Sleep
80103,511,New Customers
80104,455,Champions
80105,213,About To Sleep
80106,354,Loyal
80108,554,Champions
80109,221,About To Sleep
8011,134,At Risk
80110,454,Champions
80112,245,At Risk
80113,455,Champions
80114,543,Loyal
80115,421,New Customers
80116,343,Need Attention
80117,134,At Risk
80118,353,Potential Loyalist
8012,553,Potential Loyalist
80120,554,Champions
80121,221,About To Sleep
80123,112,Lost customers
80124,242,At Risk
80128,355,Loyal
80129,333,Potential Loyalist
80131,555,Champions
80135,422,New Customers
80138,214,Cannot Lose Them
8014,145,At Risk
80140,454,Champions
80141,345,Loyal
80142,214,Cannot Lose Them
80143,331,About To Sleep
80144,325,Need Attention
80145,221,About To Sleep
80147,355,Loyal
80149,111,Lost customers
8015,254,At Risk
80150,454,Champions
80152,141,Lost customers
80153,131,Lost customers
80154,433,Potential Loyalist
80155,145,At Risk
80156,534,Need Attention
80157,141,Lost customers
80158,543,Loyal
8016,111,Lost customers
80160,443,Need Attention
80165,312,About To Sleep
80167,232,Hibernating customers
80168,114,Cannot Lose Them
80169,454,Champions
8017,244,At Risk
80172,333,Potential Loyalist
80173,452,Potential Loyalist
80174,423,Potential Loyalist
80175,321,About To Sleep
80176,455,Champions
80178,354,Loyal
80179,555,Champions
8018,255,At Risk
80182,441,Potential Loyalist
80183,531,Potential Loyalist
80185,133,At Risk
80186,312,About To Sleep
80187,212,Hibernating customers
80188,224,At Risk
8019,131,Lost customers
80191,134,At Risk
80192,344,Loyal
80193,531,Potential Loyalist
80194,511,New Customers
80195,122,Hibernating customers
80197,555,Champions
80198,421,New Customers
80199,445,Champions
802,223,Hibernating customers
8020,455,Champions
80200,555,Champions
80201,135,At Risk
80202,531,Potential Loyalist
80205,131,Lost customers
80207,345,Loyal
80208,311,New Customers
80209,532,Potential Loyalist
8021,211,Hibernating customers
80210,253,At Risk
80211,342,Potential Loyalist
80213,442,Potential Loyalist
80214,431,Potential Loyalist
80215,334,Need Attention
80216,422,New Customers
80217,531,Potential Loyalist
80218,252,At Risk
80219,441,Potential Loyalist
8022,513,Promising
80220,334,Need Attention
80221,233,Hibernating customers
80222,131,Lost customers
80223,332,Hibernating customers
80224,334,Need Attention
80225,534,Need Attention
80226,321,About To Sleep
80229,543,Loyal
8023,432,Potential Loyalist
80230,115,Cannot Lose Them
80231,212,Hibernating customers
80232,545,Champions
80235,442,Potential Loyalist
80237,553,Potential Loyalist
80238,355,Loyal
80240,131,Lost customers
80241,112,Lost customers
80242,133,At Risk
80243,544,Champions
80244,333,Potential Loyalist
80245,113,Cannot Lose Them
80246,213,About To Sleep
80247,113,Cannot Lose Them
80248,425,Promising
80249,122,Hibernating customers
8025,511,New Customers
80250,525,Promising
80252,333,Potential Loyalist
80253,511,New Customers
80254,131,Lost customers
80256,145,At Risk
80257,233,Hibernating customers
80258,545,Champions
8026,133,At Risk
80260,211,Hibernating customers
80261,334,Need Attention
80262,134,At Risk
80263,325,Need Attention
80265,322,Hibernating customers
80266,153,At Risk
80267,234,At Risk
80268,111,Lost customers
80269,111,Lost customers
8027,423,Potential Loyalist
80270,421,New Customers
80271,244,At Risk
80272,212,Hibernating customers
80273,513,Promising
80274,544,Champions
80275,121,Lost customers
80276,214,Cannot Lose Them
80278,113,Cannot Lose Them
80279,555,Champions
80282,335,Loyal
80283,555,Champions
80284,241,About To Sleep
80284,241,Hibernating customers
80285,421,New Customers
80286,322,Hibernating customers
80287,355,Loyal
80289,454,Champions
8029,344,Loyal
80290,332,Hibernating customers
80291,154,Cannot Lose Them
80292,523,Promising
80293,322,Hibernating customers
80295,232,Hibernating customers
80296,423,Potential Loyalist
80298,355,Loyal
80299,222,Hibernating customers
803,114,Cannot Lose Them
80301,331,About To Sleep
80302,335,Loyal
80303,521,Promising
80305,155,Cannot Lose Them
80306,445,Champions
80308,444,Loyal
80309,521,Promising
8031,454,Champions
80310,143,At Risk
80311,453,Potential Loyalist
80312,443,Need Attention
80314,154,Cannot Lose Them
80315,422,New Customers
80316,523,Promising
80317,445,Champions
80318,245,At Risk
80319,155,Cannot Lose Them
8032,535,Need Attention
80320,245,At Risk
80321,433,Potential Loyalist
80322,335,Loyal
80323,345,Loyal
80324,443,Need Attention
80325,554,Champions
80327,355,Loyal
80329,221,About To Sleep
8033,153,At Risk
80330,113,Cannot Lose Them
80331,353,Potential Loyalist
80332,245,At Risk
80334,412,New Customers
80335,231,About To Sleep
80335,231,Hibernating customers
80336,455,Champions
80338,322,Hibernating customers
80340,331,About To Sleep
80342,132,Hibernating customers
80343,331,About To Sleep
80344,243,At Risk
80345,341,Potential Loyalist
80346,535,Need Attention
80348,115,Cannot Lose Them
80349,444,Loyal
8035,132,Hibernating customers
80350,432,Potential Loyalist
80352,512,New Customers
80353,554,Champions
80354,122,Hibernating customers
80355,121,Lost customers
80356,555,Champions
80357,554,Champions
80358,142,At Risk
80359,544,Champions
8036,222,Hibernating customers
80363,355,Loyal
80365,115,Cannot Lose Them
80366,522,Promising
80367,413,Promising
80369,212,Hibernating customers
8037,512,New Customers
80370,134,At Risk
80371,331,About To Sleep
80372,513,Promising
80373,321,About To Sleep
80374,123,Hibernating customers
80375,513,Promising
80376,245,At Risk
80377,321,About To Sleep
80379,255,At Risk
8038,245,At Risk
80381,241,About To Sleep
80381,241,Hibernating customers
80382,152,At Risk
80383,134,At Risk
80384,245,At Risk
80385,214,Cannot Lose Them
80386,355,Loyal
80387,143,At Risk
80388,354,Loyal
8039,334,Need Attention
80391,514,Promising
80392,335,Loyal
80394,124,At Risk
80396,454,Champions
80397,355,Loyal
80398,143,At Risk
80399,342,Potential Loyalist
804,443,Need Attention
80400,355,Loyal
80401,524,Promising
80402,321,About To Sleep
80403,555,Champions
80406,553,Potential Loyalist
80407,444,Loyal
80408,432,Potential Loyalist
80409,555,Champions
8041,255,At Risk
80410,332,Hibernating customers
80411,555,Champions
80412,413,Promising
80414,531,Potential Loyalist
80415,244,At Risk
80416,323,Potential Loyalist
80418,223,Hibernating customers
80419,331,About To Sleep
8042,232,Hibernating customers
80420,432,Potential Loyalist
80421,213,About To Sleep
80423,224,At Risk
80424,431,Potential Loyalist
80425,122,Hibernating customers
80426,441,Potential Loyalist
80427,531,Potential Loyalist
80428,322,Hibernating customers
80429,554,Champions
8043,454,Champions
80430,131,Lost customers
80431,452,Potential Loyalist
80433,454,Champions
80434,131,Lost customers
80435,235,At Risk
80436,143,At Risk
80437,555,Champions
80438,241,Hibernating customers
80438,241,About To Sleep
80439,413,Promising
8044,553,Potential Loyalist
80440,241,Hibernating customers
80440,241,About To Sleep
80441,344,Loyal
80442,355,Loyal
80445,312,About To Sleep
80446,455,Champions
80448,211,Hibernating customers
8045,155,Cannot Lose Them
80451,323,Potential Loyalist
80454,555,Champions
80455,345,Loyal
80456,511,New Customers
80458,423,Potential Loyalist
80459,544,Champions
80460,121,Lost customers
80461,434,Need Attention
80462,134,At Risk
80463,223,Hibernating customers
80464,332,Hibernating customers
80466,123,Hibernating customers
80467,555,Champions
80468,333,Potential Loyalist
80469,521,Promising
8047,324,Need Attention
80471,413,Promising
80473,211,Hibernating customers
80474,525,Promising
80475,335,Loyal
80477,211,Hibernating customers
80478,521,Promising
8048,555,Champions
80480,245,At Risk
80481,432,Potential Loyalist
80482,431,Potential Loyalist
80483,322,Hibernating customers
80484,212,Hibernating customers
80485,244,At Risk
80486,153,At Risk
80488,555,Champions
80489,533,Potential Loyalist
8049,355,Loyal
80490,122,Hibernating customers
80491,215,Cannot Lose Them
80492,333,Potential Loyalist
80493,115,Cannot Lose Them
80495,244,At Risk
80496,345,Loyal
80497,145,At Risk
80498,222,Hibernating customers
805,245,At Risk
80500,212,Hibernating customers
80502,142,At Risk
80504,211,Hibernating customers
80505,312,About To Sleep
80506,243,At Risk
80507,514,Promising
80508,311,New Customers
80509,133,At Risk
8051,454,Champions
80510,211,Hibernating customers
80511,322,Hibernating customers
80513,321,About To Sleep
80514,242,At Risk
80515,523,Promising
80516,355,Loyal
80518,345,Loyal
80519,511,New Customers
8052,255,At Risk
80520,421,New Customers
80521,512,New Customers
80522,511,New Customers
80524,334,Need Attention
80525,331,About To Sleep
80526,445,Champions
80527,453,Potential Loyalist
80528,455,Champions
80529,154,Cannot Lose Them
80530,213,About To Sleep
80532,431,Potential Loyalist
80533,224,At Risk
80534,445,Champions
80535,321,About To Sleep
80536,422,New Customers
80537,123,Hibernating customers
80538,221,About To Sleep
80541,221,About To Sleep
80543,535,Need Attention
80545,211,Hibernating customers
80546,111,Lost customers
80548,245,At Risk
80549,442,Potential Loyalist
8055,514,Promising
80551,212,Hibernating customers
80552,454,Champions
80553,241,About To Sleep
80553,241,Hibernating customers
80554,214,Cannot Lose Them
80556,331,About To Sleep
80557,315,Promising
80558,411,New Customers
8056,443,Need Attention
80560,131,Lost customers
80561,513,Promising
80563,524,Promising
80565,553,Potential Loyalist
80566,241,Hibernating customers
80566,241,About To Sleep
80570,424,Promising
80571,555,Champions
80573,453,Potential Loyalist
80574,153,At Risk
80575,544,Champions
80577,321,About To Sleep
80578,455,Champions
80579,331,About To Sleep
80580,512,New Customers
80581,412,New Customers
80582,111,Lost customers
80583,132,Hibernating customers
80584,534,Need Attention
80585,345,Loyal
80586,121,Lost customers
80587,251,Hibernating customers
80587,251,About To Sleep
80588,331,About To Sleep
80589,122,Hibernating customers
8059,354,Loyal
80590,514,Promising
80591,254,At Risk
80592,212,Hibernating customers
80593,543,Loyal
80594,253,At Risk
80595,421,New Customers
80598,211,Hibernating customers
806,123,Hibernating customers
8060,555,Champions
80600,151,Lost customers
80603,113,Cannot Lose Them
80605,512,New Customers
80606,354,Loyal
80608,535,Need Attention
80609,241,Hibernating customers
80609,241,About To Sleep
80610,245,At Risk
80614,433,Potential Loyalist
80615,112,Lost customers
80617,455,Champions
80618,155,Cannot Lose Them
80620,512,New Customers
80621,121,Lost customers
80622,243,At Risk
80623,132,Hibernating customers
80625,121,Lost customers
80626,121,Lost customers
80627,554,Champions
80628,455,Champions
80629,323,Potential Loyalist
80630,515,Promising
80631,242,At Risk
80632,354,Loyal
80633,543,Loyal
80635,512,New Customers
80637,355,Loyal
80638,545,Champions
80639,245,At Risk
8064,122,Hibernating customers
80640,242,At Risk
80641,422,New Customers
80642,422,New Customers
80643,434,Need Attention
80644,455,Champions
80645,511,New Customers
80646,513,Promising
80647,325,Need Attention
8065,514,Promising
80651,424,Promising
80652,325,Need Attention
80653,455,Champions
80656,414,Promising
80659,514,Promising
80661,521,Promising
80664,111,Lost customers
80666,532,Potential Loyalist
80667,211,Hibernating customers
80668,343,Need Attention
8067,421,New Customers
80670,444,Loyal
80672,343,Need Attention
80673,355,Loyal
80674,453,Potential Loyalist
80675,233,Hibernating customers
80676,354,Loyal
80677,421,New Customers
80679,255,At Risk
80680,332,Hibernating customers
80681,133,At Risk
80682,423,Potential Loyalist
80683,512,New Customers
80684,535,Need Attention
80686,332,Hibernating customers
80687,333,Potential Loyalist
80688,431,Potential Loyalist
80689,113,Cannot Lose Them
8069,143,At Risk
80690,332,Hibernating customers
80691,221,About To Sleep
80692,121,Lost customers
80693,455,Champions
80694,455,Champions
80698,455,Champions
8070,455,Champions
80702,533,Potential Loyalist
80704,221,About To Sleep
80705,213,About To Sleep
80706,131,Lost customers
80708,134,At Risk
8071,534,Need Attention
80710,515,Promising
80711,512,New Customers
80712,115,Cannot Lose Them
80715,355,Loyal
80717,143,At Risk
80718,511,New Customers
80719,144,Cannot Lose Them
8072,331,About To Sleep
80720,532,Potential Loyalist
80721,322,Hibernating customers
80723,531,Potential Loyalist
80725,245,At Risk
80727,132,Hibernating customers
80728,354,Loyal
80730,434,Need Attention
80732,435,Loyal
80733,455,Champions
80735,344,Loyal
80736,222,Hibernating customers
80737,535,Need Attention
80738,431,Potential Loyalist
8074,512,New Customers
80741,213,About To Sleep
80744,455,Champions
80745,253,At Risk
80746,325,Need Attention
8075,441,Potential Loyalist
80751,544,Champions
80752,324,Need Attention
80753,353,Potential Loyalist
80754,432,Potential Loyalist
80755,413,Promising
80756,131,Lost customers
80757,325,Need Attention
80759,454,Champions
8076,514,Promising
80760,454,Champions
80761,421,New Customers
80762,512,New Customers
80764,214,Cannot Lose Them
80765,455,Champions
80766,111,Lost customers
80767,412,New Customers
80769,522,Promising
8077,514,Promising
80770,535,Need Attention
80771,224,At Risk
80772,253,At Risk
80773,242,At Risk
80774,514,Promising
80775,431,Potential Loyalist
80776,524,Promising
80778,422,New Customers
8078,333,Potential Loyalist
80780,455,Champions
80781,243,At Risk
80783,434,Need Attention
80785,311,New Customers
80786,522,Promising
80787,442,Potential Loyalist
80791,111,Lost customers
80793,454,Champions
80794,211,Hibernating customers
80795,514,Promising
80797,313,Promising
80798,133,At Risk
80799,455,Champions
808,321,About To Sleep
8080,453,Potential Loyalist
80800,242,At Risk
80801,432,Potential Loyalist
80802,555,Champions
80804,333,Potential Loyalist
80805,544,Champions
80806,211,Hibernating customers
80807,412,New Customers
8081,411,New Customers
80811,341,Potential Loyalist
80814,543,Loyal
80815,121,Lost customers
80816,522,Promising
80818,255,At Risk
80819,331,About To Sleep
8082,131,Lost customers
80820,432,Potential Loyalist
80822,113,Cannot Lose Them
80823,454,Champions
80825,422,New Customers
80826,532,Potential Loyalist
80828,113,Cannot Lose Them
80829,213,About To Sleep
80830,534,Need Attention
80832,123,Hibernating customers
80834,454,Champions
80835,432,Potential Loyalist
80836,123,Hibernating customers
80837,115,Cannot Lose Them
80838,555,Champions
80839,444,Loyal
80840,111,Lost customers
80841,255,At Risk
80842,233,Hibernating customers
80843,543,Loyal
80844,154,Cannot Lose Them
80845,442,Potential Loyalist
80846,212,Hibernating customers
80848,511,New Customers
80849,322,Hibernating customers
8085,244,At Risk
80850,422,New Customers
80852,355,Loyal
80854,245,At Risk
80856,354,Loyal
80857,144,Cannot Lose Them
80858,123,Hibernating customers
80859,453,Potential Loyalist
8086,154,Cannot Lose Them
80860,221,About To Sleep
80861,511,New Customers
80862,332,Hibernating customers
80863,531,Potential Loyalist
80865,121,Lost customers
80867,141,Lost customers
80868,225,At Risk
80871,122,Hibernating customers
80872,454,Champions
80873,355,Loyal
80875,355,Loyal
80877,225,At Risk
80878,243,At Risk
8088,423,Potential Loyalist
80882,234,At Risk
80883,531,Potential Loyalist
80885,244,At Risk
80887,132,Hibernating customers
80888,422,New Customers
80889,213,About To Sleep
8089,514,Promising
80890,412,New Customers
80891,332,Hibernating customers
80893,334,Need Attention
80895,333,Potential Loyalist
80896,445,Champions
80898,144,Cannot Lose Them
80899,533,Potential Loyalist
8090,345,Loyal
80900,344,Loyal
80901,111,Lost customers
80902,311,New Customers
80903,244,At Risk
80904,325,Need Attention
80905,554,Champions
80906,445,Champions
80907,523,Promising
8091,355,Loyal
80910,142,At Risk
80912,312,About To Sleep
80914,113,Cannot Lose Them
80915,324,Need Attention
80916,553,Potential Loyalist
80918,155,Cannot Lose Them
80919,355,Loyal
8092,234,At Risk
80921,233,Hibernating customers
80922,354,Loyal
80923,211,Hibernating customers
80924,245,At Risk
80925,155,Cannot Lose Them
80926,525,Promising
80927,545,Champions
80929,342,Potential Loyalist
8093,443,Need Attention
80932,511,New Customers
80933,443,Need Attention
80934,515,Promising
80935,443,Need Attention
80936,123,Hibernating customers
80939,211,Hibernating customers
8094,141,Lost customers
80940,443,Need Attention
80941,445,Champions
80942,315,Promising
80943,111,Lost customers
80945,552,Potential Loyalist
80946,113,Cannot Lose Them
80947,442,Potential Loyalist
80948,321,About To Sleep
8095,112,Lost customers
80950,111,Lost customers
80951,254,At Risk
80952,241,Hibernating customers
80952,241,About To Sleep
80953,555,Champions
80954,553,Potential Loyalist
80955,324,Need Attention
80956,433,Potential Loyalist
80957,243,At Risk
80959,332,Hibernating customers
8096,354,Loyal
80961,554,Champions
80962,343,Need Attention
80963,243,At Risk
80964,211,Hibernating customers
80965,434,Need Attention
80966,433,Potential Loyalist
80968,321,About To Sleep
80969,121,Lost customers
8097,245,At Risk
80970,421,New Customers
80971,511,New Customers
80972,133,At Risk
80975,245,At Risk
80976,454,Champions
